ROW_NO	LONG_YN	DEAL_YN	PRDT_CD	PRDT_NM	MODEL_NM	PRDT_3PL_CD	PRDT_TP	PRDT_TP_CD	PRDT_TP_NM	STCK_TP	STCK_TP_CD	STCK_TP_NM	WHSE_CD	WHSE_NM	STCK_SUM_QTY	STCK_RSV_QTY	STCK_CAN_QTY	MAJ_CTGR_CD	MAJ_CTGR_NM	MID_CTGR_CD	MID_CTGR_NM	MIN_CTGR_CD	MIN_CTGR_NM	PM_EMPY_CD	PM_EMPY_NM	INV_COST_PR	INV_COST_AMT	UPDATE_ON	MAKR_ID	MAKR_NM	CUST_T2_NM	PURC_ORD_EMPY_CD	PURC_ORD_EMPY_NM	USD_PURC_PR	UPD_DTM
79	Y	N	MP202501230032	Logitech Extend Cable	952-000198	GD202412030087	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	31	0	31	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			914912.07	28362274.17	2025-06-17T14:03:15.89	100042	Logitech	BASE	ME00000020	김민회	628.46	2025-01-24T09:52:57
80	Y	N	MP202507220009	Logitech Extend Cable	952-000198	GD202412030087	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			871234.1	871234.1	2025-07-29T14:13:05.103	100042	Logitech	BASE	ME00000020	김민회	628.46	2025-07-24T14:10:30.383
81	Y	N	MP202508060018	Meetup 10m Mic Cable,Graphite	950-000005	GD202207200058	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			99778.14	3991125.6	2025-08-13T17:40:50.437	100042	Logitech	BASE	ME00000020	김민회	71.99	2025-08-13T17:40:50.437
82	N	N	MP202511120006	Meetup 10m Mic Cable,Graphite	950-000005	GD202207200058	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	80	0	80	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			104997.41	8399792.8	2025-11-18T14:01:07.777	100042	Logitech	BASE	ME00000020	김민회	71.99	2025-11-18T14:01:07.777
83	N	N	MP202509180021	Meetup 10m Mic Cable,Graphite	950-000005	GD202207200058	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	20	0	20	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			100325.26	2006505.2	2025-09-24T14:51:35.247	100042	Logitech	BASE	ME00000020	김민회	71.99	2025-09-24T14:51:35.247
84	Y	N	MP202301150276	Rally Camera Power Splitter	993-001903	GD202104230057	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			39932.0	39932.0	2023-03-13T14:04:52.997	100042	Logitech	BASE	ME00000019	차재호	0.0	1900-01-01T00:00:00
85	Y	N	MP202504230018	Rally Camera Power Splitter	993-001903	GD202104230057	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	37	0	37	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			50000.0	1850000.0	2025-12-22T18:55:05.51	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:50.077
86	N	N	MP202511070013	Rally Mic Pod Cat Coupler	952-000181	GD202402160170	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	89	0	89	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			98763.392	8789941.888	2025-12-01T12:50:01.333	100042	Logitech	BASE	ME00000020	김민회	68.32	2025-11-11T10:21:50.967
87	N	N	MP202511120011	Rally Mic Pod Extension Cable EU/AP White	952-000047	GD202106070146	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	80	0	80	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			175020.0	14001600.0	2025-11-18T14:01:07.687	100042	Logitech	BASE	ME00000020	김민회	120.0	2025-11-18T14:01:07.687
88	Y	N	MP202507160013	Rally Mic Pod Extension Cable EU/AP White	952-000047	GD202106070146	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			164760.0	329520.0	2025-11-06T18:20:01.38	100042	Logitech	BASE	ME00000020	김민회	120.0	2025-07-16T11:03:40.66
89	Y	N	MP202507160013	Rally Mic Pod Extension Cable EU/AP White	952-000047	GD202106070146	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	108	0	108	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			164760.0	17794080.0	2025-12-23T10:50:10.617	100042	Logitech	BASE	ME00000020	김민회	120.0	2025-07-16T11:03:40.66
90	N	N	MP202509180026	Rally Mic Pod Extension Cable EU/AP White	952-000047	GD202106070146	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	100	0	100	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			167232.0	16723200.0	2025-11-15T14:05:02.21	100042	Logitech	BASE	ME00000020	김민회	120.0	2025-09-24T14:51:35.103
91	N	N	MP202512010030	Riachi - Cat5E Kit Graphite	952-000019	GD202108090052	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	36	0	36	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			363543.2	13087555.2	2025-12-02T16:26:47.07	100042	Logitech	BASE	ME00000020	김민회	248.0	2025-12-02T16:26:47.07
92	Y	N	MP202301150209	Riachi - Cat5E Kit Graphite	952-000019	GD202108090052	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	10	0	10	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			323293.0	3232930.0	2025-11-10T14:25:02.203	100042	Logitech	BASE	ME00000019	차재호	0.0	1900-01-01T00:00:00
93	N	N	MP202509180047	Spare parts; MeetUp USB Cable	993-001391	GD202502120831	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	11	0	11	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			25084.8	275932.8	2025-12-10T13:15:01.783	100042	Logitech	BASE	ME00000020	김민회	18.0	2025-09-24T14:51:34.543
94	Y	N	MP202502120009	Spare parts; USB-A to USB-C cable 2.2m	993-001574	GD202501030124	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	34	0	34	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			15697.8	533725.2	2025-07-09T10:05:01.757	100042	Logitech	BASE	ME00000020	김민회	10.8	2025-02-14T15:35:14.84
95	Y	N	MP202507160007	Strong USB 3.1 Cable - 10m	939-001799	GD202105280093	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			296554.27	11862170.8	2025-11-06T17:00:03.223	100042	Logitech	BASE	ME00000020	김민회	215.99	2025-07-16T11:03:40.66
96	Y	N	MP202506180003	Strong USB 3.1 Cable - 10m	939-001799	GD202105280093	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	70	0	70	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			293940.79	20575855.3	2025-12-23T10:50:10.617	100042	Logitech	BASE	ME00000020	김민회	215.99	2025-06-27T14:39:16.207
97	Y	N	MP202504210010	Strong USB 3.1 Cable - 10m	939-001799	GD202105280093	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			307029.78	307029.78	2025-10-21T09:30:01.767	100042	Logitech	BASE	ME00000020	김민회	215.99	2025-04-23T14:42:35.38
98	N	N	MP202509180018	Strong USB 3.1 Cable - 10m	939-001799	GD202105280093	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	67	0	67	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			301003.66	20167245.22	2025-11-13T16:55:04.933	100042	Logitech	BASE	ME00000020	김민회	215.99	2025-09-24T14:51:35.35
99	Y	N	MP202504170004	Swytch Y Cable	952-000032	GD202504170123	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	15	0	15	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			79934.4	1199016.0	2025-09-09T12:05:01.64	100042	Logitech	BASE	ME00000020	김민회	56.0	2025-04-18T13:38:58.493
100	N	N	MP202512170003	Tap Graphite 25m	939-001802	GD202101180149	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	6	0	6	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			636062.08	3816372.48	2025-12-18T16:22:21.507	100042	Logitech	BASE	ME00000020	김민회	431.99	2025-12-18T16:22:21.507
101	Y	N	MP202501230020	Tap Graphite 25m	939-001802	GD202101180149	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			628891.04	1257782.08	2025-11-27T09:25:09.027	100042	Logitech	BASE	ME00000020	김민회	431.99	2025-01-24T09:52:57
102	N	N	MP202511120027	Expansion Mic for MeetUp	989-000405	GD202010230041	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	71	0	71	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			249491.01	17713861.71	2025-12-23T10:50:10.617	100042	Logitech	BASE	ME00000020	김민회	171.06	2025-11-18T14:01:07.353
103	N	N	MP202512010033	Group Expansion Mic	989-000171	GD202104230060	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	59	0	59	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			322967.09	19055058.31	2025-12-23T09:25:05.647	100042	Logitech	BASE	ME00000020	김민회	220.32	2025-12-02T16:26:47
104	Y	N	MP202302010012	Group Expansion Mic	989-000171	GD202104230060	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			300626.24	300626.24	2025-03-10T12:50:29.637	100042	Logitech	BASE	ME00000019	차재호	220.32	2024-11-07T15:29:56.853
105	N	N	MP202511120017	Mic Pod Mount White	952-000220	GD202511120044	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	12	0	12	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			113208.77	1358505.24	2025-11-18T14:01:07.213	100042	Logitech	BASE	ME00000020	김민회	77.62	2025-11-18T14:01:07.213
106	N	N	MP202511120028	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	236	0	236	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			366491.88	86492083.68	2025-12-09T10:46:14.65	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-11-18T14:01:07.32
107	Y	N	MP202504230040	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			382000.0	382000.0	2025-06-09T11:25:00.95	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-04-30T11:36:15.993
108	Y	N	MP202507160029	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			345007.44	345007.44	2025-10-21T09:30:01.77	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-07-16T11:03:40.66
109	N	N	MP202509180045	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	3	0	3	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			350183.81	1050551.43	2025-11-06T18:20:01.38	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-09-24T14:51:34.607
110	N	N	MP202509180045	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	1	39	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			350183.81	14007352.4	2025-12-23T14:25:06.2	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-09-24T14:51:34.607
111	N	N	MP202509180045	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			350183.81	350183.81	2025-11-14T16:20:00.91	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-09-24T14:51:34.607
112	Y	N	MP202507160029	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			345007.44	345007.44	2025-09-04T11:41:55.993	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-07-16T11:03:40.66
113	Y	N	MP202505190052	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			342997.2	342997.2	2025-07-14T11:37:22.197	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-05-29T09:56:13.627
114	N	N	MP202511120028	Rally Mic Pod Graphite	989-000430	GD202206020165	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	4	0	4	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			366491.88	1465967.52	2025-12-09T09:56:26.9	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-11-18T14:01:07.32
115	Y	N	MP202507160011	Rally Mic Pod White	952-000038	GD202105280096	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	20	0	20	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			345007.44	6900148.8	2025-12-23T10:50:10.617	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-07-16T11:03:40.66
116	Y	N	MP202508060021	Rally Mic Pod White	952-000038	GD202105280096	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	10	0	10	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			348274.08	3482740.8	2025-10-01T17:38:28.02	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-08-13T17:40:50.4
117	N	N	MP202509180024	Rally Mic Pod White	952-000038	GD202105280096	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	5	0	5	MC00000003	Logitech VC	MC00000016	Option	MC00000070	Mic			350183.81	1750919.05	2025-10-20T08:55:01.673	100042	Logitech	BASE	ME00000020	김민회	251.28	2025-09-24T14:51:35.163
118	N	N	MP202509180046	MeetUp Remote Control	993-001389	GD202504220655	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	50	0	50	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			40135.68	2006784.0	2025-09-24T14:51:34.563	100042	Logitech	BASE	ME00000020	김민회	28.8	2025-09-24T14:51:34.563
119	Y	N	MP202504230065	MeetUp Remote Control	993-001389	GD202504220655	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	24	0	24	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			40000.0	960000.0	2025-11-27T14:20:01.617	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.42
120	Y	N	MP202504230067	Rally Bar Remote Contol - Off White	952-000058	GD202504220657	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	18	0	18	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			73000.0	1314000.0	2025-05-14T10:27:20.53	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.383
121	Y	N	MP202507160014	Rally Bar Remote Contol - Off White	952-000058	GD202504220657	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	20	0	20	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			71396.0	1427920.0	2025-07-16T11:03:40.663	100042	Logitech	BASE	ME00000020	김민회	52.0	2025-07-16T11:03:40.66
122	Y	N	MP202508060022	Rally Bar Remote Control ,GRAPHITE	952-000057	GD202308170194	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	22	0	22	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			72072.0	1585584.0	2025-12-08T09:40:01.827	100042	Logitech	BASE	ME00000020	김민회	52.0	2025-08-13T17:40:50.383
123	Y	N	MP202502120006	Rally Bar Remote Control ,GRAPHITE	952-000057	GD202308170194	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	5	0	5	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			75582.0	377910.0	2025-12-16T18:05:27.67	100042	Logitech	BASE	ME00000020	김민회	52.0	2025-02-14T15:35:14.84
124	N	N	MP202511120012	Rally Bar Remote Control ,GRAPHITE	952-000057	GD202308170194	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	80	0	80	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			75842.0	6067360.0	2025-11-18T14:01:07.667	100042	Logitech	BASE	ME00000020	김민회	52.0	2025-11-18T14:01:07.667
125	Y	N	MP202504230068	Rally Remote Control	993-001940	GD202504220658	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	39	0	39	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			39000.0	1521000.0	2025-12-22T18:55:09.61	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.363
126	N	N	MP202509180048	Rally Remote Control	993-001940	GD202504220658	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	50	0	50	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			39132.29	1956614.5	2025-09-24T14:51:34.523	100042	Logitech	BASE	ME00000020	김민회	28.08	2025-09-24T14:51:34.523
127	Y	N	MP202504230069	Share Button for Logitech Scribe in White	952-000102	GD202504220659	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	18	0	18	MC00000003	Logitech VC	MC00000016	Option	MC00000071	Remote			100000.0	1800000.0	2025-09-16T11:35:01.363	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.347
128	N	N	MP202512170010	Rally Speaker, Graphite	960-001230	GD202108090050	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000078	Speaker			210965.47	421930.94	2025-12-18T16:32:33.343	100042	Logitech	BASE	ME00000020	김민회	143.28	2025-12-18T16:32:33.343
129	N	N	MP202511120022	Rally Speaker, Graphite	960-001230	GD202108090050	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	4	0	4	MC00000003	Logitech VC	MC00000016	Option	MC00000078	Speaker			208973.88	835895.52	2025-11-18T14:01:07.46	100042	Logitech	BASE	ME00000020	김민회	143.28	2025-11-18T14:01:07.46
130	Y	N	MP202405240004	Logi Dock Flex	939-002180	GD202406120017	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	3	0	3	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			752915.86	2258747.58	2025-06-17T14:03:15.89	100042	Logitech	BASE	ME00000021	김창우	550.82	2024-06-12T14:08:50.81
131	Y	N	MP202504230057	Logi Dock Flex	939-002180	GD202406120017	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			799000.0	1598000.0	2025-05-14T10:27:20.72	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.51
132	Y	N	MP202504230047	Logi Dock for MS Teams Graphite	986-000020	GD202207200060	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	6	0	6	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			450000.0	2700000.0	2025-09-01T14:26:11.887	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-04-29T17:46:43.1
133	Y	N	MP202504230047	Logi Dock for MS Teams Graphite	986-000020	GD202207200060	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			450000.0	450000.0	2025-09-01T14:26:05.33	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-04-29T17:46:43.1
134	Y	N	MP202301150271	Logi Dock for UC Graphite	986-000024	GD202209260016	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			439318.76	439318.76	2025-12-15T16:29:32.75	100042	Logitech	BASE	ME00000019	차재호	322.0	2024-10-15T14:11:26.26
135	Y	N	MP202407260011	Logi Dock for UC Graphite-Special	986-000024	GD202408190748	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			116958.07	116958.07	2025-10-21T09:30:01.767	100042	Logitech	Promo	ME00000021	김창우	87.78	2024-08-23T16:23:56.823
136	Y	N	MP202407260011	Logi Dock for UC Graphite-Special	986-000024	GD202408190748	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	13	0	13	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			116958.07	1520454.91	2025-12-09T08:00:01.99	100042	Logitech	Promo	ME00000021	김창우	87.78	2024-08-23T16:23:56.823
137	Y	N	MP202504230048	Logi Dock for UC White	986-000030	GD202210270195	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	4	0	4	MC00000003	Logitech VC	MC00000016	Option	MC00000085	Dock			462000.0	1848000.0	2025-05-14T10:27:20.94	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.657
138	Y	N	MP202504230041	PoE Injector with plug set (OFF WHITE)	952-000074	GD202206230025	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	0	3	MC00000003	Logitech VC	MC00000016	Option	MC00000188	Power			99000.0	297000.0	2025-10-24T13:55:01.15	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.733
139	Y	N	MP202504210017	PoE Injector with plug set (OFF WHITE)	952-000074	GD202206230025	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000188	Power			92084.77	184169.54	2025-12-16T17:05:01.487	100042	Logitech	BASE	ME00000020	김민회	64.78	2025-04-23T14:42:35.38
140	Y	N	MP202506180007	PoE Injector with plug set (OFF WHITE)	952-000074	GD202206230025	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	10	0	10	MC00000003	Logitech VC	MC00000016	Option	MC00000188	Power			88159.1	881591.0	2025-06-27T14:39:16.21	100042	Logitech	BASE	ME00000020	김민회	64.78	2025-06-27T14:39:16.207
141	Y	N	MP202504210017	PoE Injector with plug set (OFF WHITE)	952-000074	GD202206230025	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000188	Power			92084.77	92084.77	2025-11-13T11:18:35.87	100042	Logitech	BASE	ME00000020	김민회	64.78	2025-04-23T14:42:35.38
142	Y	N	MP202504230073	Power Adaptor (Spare)	993-001138	GD202504220663	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	6	0	6	MC00000003	Logitech VC	MC00000016	Option	MC00000524	Option			20000.0	120000.0	2025-11-25T15:05:13.91	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.27
143	Y	N	MP202504230072	Rally Ultra HD ConferenceCam Adaptor 19V	993-001943	GD202504220662	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	7	0	7	MC00000003	Logitech VC	MC00000016	Option	MC00000524	Option			73000.0	511000.0	2025-12-03T16:30:03.543	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.29
144	Y	N	MP202504230071	Rally Ultra HD ConferenceCam Adaptor 48V	993-001942	GD202504220661	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	5	0	5	MC00000003	Logitech VC	MC00000016	Option	MC00000524	Option			73000.0	365000.0	2025-11-18T16:10:19.72	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.31
145	Y	N	MP202301150186	Logitech Screen Share	939-001553	GD202104230058	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	0	3	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000065	Connector			264027.0	792081.0	2023-01-15T14:49:13.243	100042	Logitech	BASE	ME00000019	차재호	0.0	1900-01-01T00:00:00
146	Y	N	MP202301150375	SWYTCH	952-000014	GD202105280092	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	30	0	30	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000065	Connector			883097.79	26492933.7	2025-06-17T14:03:15.89	100042	Logitech	BASE	ME00000019	차재호	653.89	2024-10-15T14:11:26.26
147	N	N	MP202510240010	SWYTCH	952-000014	GD202105280092	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000065	Connector			950756.06	1901512.12	2025-11-12T16:10:02.093	100042	Logitech	BASE	ME00000020	김민회	653.89	2025-11-12T13:37:39.237
148	Y	N	MP202507160008	Raichu - TAP, Display, Flare	939-001950	GD202108090053	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	0	3	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			1087402.27	3262206.81	2025-12-23T13:40:05.813	100042	Logitech	BASE	ME00000020	김민회	791.99	2025-07-16T11:03:40.66
149	N	N	MP202509180020	Raichu - TAP, Display, Flare	939-001950	GD202108090053	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	50	0	50	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			1103717.26	55185863.0	2025-12-16T15:00:01.307	100042	Logitech	BASE	ME00000020	김민회	791.99	2025-09-24T14:51:35.287
150	Y	N	MP202505190034	Raichu - TAP, Display, Flare	939-001950	GD202108090053	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			1081066.35	1081066.35	2025-11-13T16:15:52.963	100042	Logitech	BASE	ME00000020	김민회	791.99	2025-05-29T09:56:13.947
151	Y	N	MP202501230021	Raichu - TAP, Display, Flare	939-001950	GD202108090053	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			1152979.04	1152979.04	2025-06-02T15:43:36.033	100042	Logitech	BASE	ME00000020	김민회	791.99	2025-01-24T09:52:57
152	Y	N	MP202502030018	Raichu - TAP, Display, Flare	939-001950	GD202108090053	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			1148385.5	1148385.5	2025-07-02T15:44:14.877	100042	Logitech	BASE	ME00000020	김민회	791.99	2025-02-11T15:50:24.947
153	Y	N	MP202302010036	Raichu - TAP, Display, Flare	939-001950	GD202108090053	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	3	0	3	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			1093038.23	3279114.69	2025-11-13T10:58:36.08	100042	Logitech	BASE	ME00000019	차재호	791.99	2025-01-24T16:04:31.5
154	Y	N	MP202502030024	TAP IP Graphite	952-000085	GD202112100037	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			844886.0	844886.0	2025-06-09T11:25:00.95	100042	Logitech	BASE	ME00000020	김민회	582.68	2025-02-11T15:50:24.947
155	N	N	MP202511120014	TAP IP Graphite	952-000085	GD202112100037	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	14	0	14	MC00000003	Logitech VC	MC00000017	RoomSolution	MC00000068	TAP			849838.78	11897742.92	2025-11-18T14:01:07.623	100042	Logitech	BASE	ME00000020	김민회	582.68	2025-11-18T14:01:07.623
